Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,16,Bangladesh,5312,Area harvested,249,Coconuts,2014,2014,ha,43000,,Official data
QC,Crops,16,Bangladesh,5312,Area harvested,249,Coconuts,2015,2015,ha,43000,*,Unofficial figure
QC,Crops,16,Bangladesh,5312,Area harvested,249,Coconuts,2016,2016,ha,43000,*,Unofficial figure
QC,Crops,16,Bangladesh,5312,Area harvested,249,Coconuts,2017,2017,ha,43000,*,Unofficial figure
QC,Crops,16,Bangladesh,5312,Area harvested,249,Coconuts,2018,2018,ha,43000,*,Unofficial figure
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1961,1961,hg/ha,27970,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1962,1962,hg/ha,27860,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1963,1963,hg/ha,26187,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1964,1964,hg/ha,33155,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1965,1965,hg/ha,40642,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1966,1966,hg/ha,25125,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1967,1967,hg/ha,25131,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1968,1968,hg/ha,31690,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1969,1969,hg/ha,32202,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1970,1970,hg/ha,22722,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1971,1971,hg/ha,23102,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1972,1972,hg/ha,23233,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1973,1973,hg/ha,22910,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1974,1974,hg/ha,23305,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1975,1975,hg/ha,23725,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1976,1976,hg/ha,24614,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1977,1977,hg/ha,25495,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1978,1978,hg/ha,24446,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1979,1979,hg/ha,25300,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1980,1980,hg/ha,26304,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1981,1981,hg/ha,25814,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1982,1982,hg/ha,25822,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1983,1983,hg/ha,26180,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1984,1984,hg/ha,26913,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1985,1985,hg/ha,26997,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1986,1986,hg/ha,26602,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1987,1987,hg/ha,26177,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1988,1988,hg/ha,26616,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1989,1989,hg/ha,25789,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1990,1990,hg/ha,25160,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1991,1991,hg/ha,24705,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1992,1992,hg/ha,26569,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1993,1993,hg/ha,29684,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1994,1994,hg/ha,29797,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1995,1995,hg/ha,30106,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1996,1996,hg/ha,30479,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1997,1997,hg/ha,27861,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1998,1998,hg/ha,27832,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,1999,1999,hg/ha,28561,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2000,2000,hg/ha,28925,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2001,2001,hg/ha,28937,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2002,2002,hg/ha,28287,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2003,2003,hg/ha,28308,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2004,2004,hg/ha,34006,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2005,2005,hg/ha,98614,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2006,2006,hg/ha,83542,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2007,2007,hg/ha,85807,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2008,2008,hg/ha,79535,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2009,2009,hg/ha,73583,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2010,2010,hg/ha,93488,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2011,2011,hg/ha,75814,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2012,2012,hg/ha,86512,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2013,2013,hg/ha,84651,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2014,2014,hg/ha,80808,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2015,2015,hg/ha,89263,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2016,2016,hg/ha,87039,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2017,2017,hg/ha,95031,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,249,Coconuts,2018,2018,hg/ha,108599,Fc,Calculated data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1961,1961,tonnes,49786,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1962,1962,tonnes,51819,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1963,1963,tonnes,50803,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1964,1964,tonnes,62995,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1965,1965,tonnes,85348,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1966,1966,tonnes,92461,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1967,1967,tonnes,94493,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1968,1968,tonnes,80258,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1969,1969,tonnes,83021,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1970,1970,tonnes,56675,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1971,1971,tonnes,57376,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1972,1972,tonnes,58316,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1973,1973,tonnes,57742,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1974,1974,tonnes,61857,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1975,1975,tonnes,61903,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1976,1976,tonnes,65307,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1977,1977,tonnes,68497,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1978,1978,tonnes,66871,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1979,1979,tonnes,71839,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1980,1980,tonnes,76717,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1981,1981,tonnes,77275,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1982,1982,tonnes,77341,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1983,1983,tonnes,79256,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1984,1984,tonnes,83051,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1985,1985,tonnes,83015,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1986,1986,tonnes,83330,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1987,1987,tonnes,82615,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1988,1988,tonnes,86060,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1989,1989,tonnes,83674,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1990,1990,tonnes,81595,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1991,1991,tonnes,75915,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1992,1992,tonnes,81640,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1993,1993,tonnes,92695,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1994,1994,tonnes,93850,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1995,1995,tonnes,95275,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1996,1996,tonnes,89000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1997,1997,tonnes,89255,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1998,1998,tonnes,89320,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,1999,1999,tonnes,89000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2000,2000,tonnes,89000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2001,2001,tonnes,89000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2002,2002,tonnes,87000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2003,2003,tonnes,87905,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2004,2004,tonnes,132900,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2005,2005,tonnes,394455,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2006,2006,tonnes,325815,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2007,2007,tonnes,351810,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2008,2008,tonnes,334047,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2009,2009,tonnes,316405,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2010,2010,tonnes,402000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2011,2011,tonnes,326000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2012,2012,tonnes,372000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2013,2013,tonnes,364000,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2014,2014,tonnes,347474,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2015,2015,tonnes,383833,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2016,2016,tonnes,374269,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2017,2017,tonnes,408635,,Official data
QC,Crops,16,Bangladesh,5510,Production,249,Coconuts,2018,2018,tonnes,466975,,Official data
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1991,1991,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1992,1992,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1993,1993,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1994,1994,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1995,1995,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1996,1996,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1997,1997,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1998,1998,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,1999,1999,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2000,2000,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2001,2001,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2002,2002,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2003,2003,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2004,2004,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2005,2005,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2006,2006,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2007,2007,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2008,2008,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2009,2009,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2010,2010,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2011,2011,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2012,2012,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2013,2013,ha,,M,Data not available
QC,Crops,16,Bangladesh,5312,Area harvested,813,Coir,2014,2014,ha,,M,Data not available
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1961,1961,tonnes,6368,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1962,1962,tonnes,6628,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1963,1963,tonnes,6497,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1964,1964,tonnes,8057,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1965,1965,tonnes,10916,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1966,1966,tonnes,11825,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1967,1967,tonnes,12085,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1968,1968,tonnes,10264,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1969,1969,tonnes,10618,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1970,1970,tonnes,7248,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1971,1971,tonnes,7338,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1972,1972,tonnes,7458,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1973,1973,tonnes,7389,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1974,1974,tonnes,7911,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1975,1975,tonnes,7916,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1976,1976,tonnes,8353,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1977,1977,tonnes,8761,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1978,1978,tonnes,8553,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1979,1979,tonnes,9188,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1980,1980,tonnes,9812,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1981,1981,tonnes,9883,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1982,1982,tonnes,9892,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1983,1983,tonnes,10137,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1984,1984,tonnes,10622,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1985,1985,tonnes,10617,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1986,1986,tonnes,10658,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1987,1987,tonnes,10566,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1988,1988,tonnes,11006,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1989,1989,tonnes,10699,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1990,1990,tonnes,10433,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1991,1991,tonnes,9710,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1992,1992,tonnes,10441,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1993,1993,tonnes,11855,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1994,1994,tonnes,12000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1995,1995,tonnes,12190,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1996,1996,tonnes,11390,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1997,1997,tonnes,11410,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1998,1998,tonnes,11420,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,1999,1999,tonnes,11390,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2000,2000,tonnes,11390,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2001,2001,tonnes,11390,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2002,2002,tonnes,11130,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2003,2003,tonnes,11250,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2004,2004,tonnes,11260,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2005,2005,tonnes,11250,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2006,2006,tonnes,11260,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2007,2007,tonnes,11260,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2008,2008,tonnes,11260,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2009,2009,tonnes,9945,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2010,2010,tonnes,10420,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2011,2011,tonnes,10240,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2012,2012,tonnes,10420,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2013,2013,tonnes,10420,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2014,2014,tonnes,10300,F,FAO estimate
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2015,2015,tonnes,10331,Im,FAO data based on imputation methodology
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2016,2016,tonnes,10440,Im,FAO data based on imputation methodology
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2017,2017,tonnes,10366,Im,FAO data based on imputation methodology
QC,Crops,16,Bangladesh,5510,Production,813,Coir,2018,2018,tonnes,10321,Im,FAO data based on imputation methodology
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1961,1961,tonnes,3048,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1962,1962,tonnes,3048,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1963,1963,tonnes,3048,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1964,1964,tonnes,3048,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1965,1965,tonnes,3048,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1966,1966,tonnes,2700,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1967,1967,tonnes,2700,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1968,1968,tonnes,2300,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1969,1969,tonnes,2700,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1970,1970,tonnes,1200,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1971,1971,tonnes,1700,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1972,1972,tonnes,1400,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1973,1973,tonnes,1127,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1974,1974,tonnes,1091,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1975,1975,tonnes,817,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1976,1976,tonnes,701,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1977,1977,tonnes,876,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1978,1978,tonnes,1181,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1979,1979,tonnes,1101,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1980,1980,tonnes,1738,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1981,1981,tonnes,9785,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1982,1982,tonnes,10258,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1983,1983,tonnes,8144,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1984,1984,tonnes,5971,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1985,1985,tonnes,5134,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1986,1986,tonnes,3868,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1987,1987,tonnes,6656,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1988,1988,tonnes,11893,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1989,1989,tonnes,13638,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1990,1990,tonnes,15683,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1991,1991,tonnes,13745,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1992,1992,tonnes,15579,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1993,1993,tonnes,25398,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1994,1994,tonnes,12417,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1995,1995,tonnes,13487,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1996,1996,tonnes,13496,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1997,1997,tonnes,13706,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1998,1998,tonnes,13000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,1999,1999,tonnes,14000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2000,2000,tonnes,13500,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2001,2001,tonnes,15000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2002,2002,tonnes,14323,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2003,2003,tonnes,14950,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2004,2004,tonnes,15250,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2005,2005,tonnes,17520,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2006,2006,tonnes,17890,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2007,2007,tonnes,15049,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2008,2008,tonnes,11989,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2009,2009,tonnes,15343,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2010,2010,tonnes,14453,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2011,2011,tonnes,12000,,Official data
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2012,2012,tonnes,19000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2013,2013,tonnes,21000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2014,2014,tonnes,21000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2015,2015,tonnes,21000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2016,2016,tonnes,22000,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2017,2017,tonnes,24150,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,767,Cotton lint,2018,2018,tonnes,18900,F,FAO estimate
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1961,1961,tonnes,6096,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1962,1962,tonnes,6096,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1963,1963,tonnes,6096,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1964,1964,tonnes,6096,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1965,1965,tonnes,6096,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1966,1966,tonnes,5400,*,Unofficial figure
QC,Crops,16,Bangladesh,5510,Production,329,Cottonseed,1967,1967,tonnes,5400,*,Unofficial figure
