Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 persons","43890.815","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 persons","76893.894","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 persons","16305.971","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","93187.603","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 persons","48126.407","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 persons","45061.186","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 persons","78565.155","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 persons","17177.276","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","95671.163","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 persons","49400.279","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 persons","46270.88","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 persons","80253.098","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 persons","18090.711","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","98186.35","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 persons","50682.701","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 persons","47503.649","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 persons","81932.267","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 persons","19043.054","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","100695.497","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","51958.238","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","48737.258","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","83573.015","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","20026.217","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","103171.956","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","53216.139","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","49955.818","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","85151.192","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","21037.45","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","105599.127","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","54448.12","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","51151.005","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","86702.314","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","22025.118","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","107983.704","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","55656.707","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","52327.001","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","88299.172","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","22922.766","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","110350.639","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","56855.15","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","53495.491","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","89857.57","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","23837.569","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","112737.683","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","58063.172","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","54674.512","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","91403.486","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","24778.781","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","115169.93","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","59293.801","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","55876.132","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","92955.417","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","25751.454","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","117649.932","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","60547.969","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","57101.958","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","94512.531","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","26757.114","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","120160.564","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","61816.493","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","58344.078","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","96063.558","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","27791.082","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","122682.815","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","63089.55","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","59593.268","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","97595.318","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","28852.647","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","125189.651","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","64353.201","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","60836.454","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","99092.697","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","29936.994","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","127657.854","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","65594.998","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","62062.864","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","100540.592","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","31040.651","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","130088.702","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","66817.467","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","63271.242","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","101793.097","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","32314.063","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","132478.086","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","68017.425","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","64460.652","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","102783.564","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","33817.103","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","134791.603","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","69170.298","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","65621.3","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","103668.291","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","35350.71","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","136986.432","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","70244.874","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","66741.555","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","104406.336","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","36901.153","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","139035.505","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","71221.594","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","67813.911","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","104978.125","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","38452.976","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","140921.167","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","72087.511","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","68833.643","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","105366.709","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","40001.295","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","142660.376","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","72855.838","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","69804.543","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","105592.037","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","41547.154","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","144304.167","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","73565.712","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","70738.452","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","105699.286","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","43106.528","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","145924.797","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","74272.292","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","71652.503","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","105756.065","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","44698.643","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","147575.43","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","75015.692","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","72559.741","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","105802.013","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","46347.089","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","149273.139","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","75809.694","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","73463.44","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","105853.212","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","48058.704","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","151005.739","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","76643.893","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","74361.84","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","105905.797","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","49821.256","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","152761.418","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","77504.601","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","75256.812","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","105947.078","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","51624.214","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","154517.382","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","78368.22","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","76149.165","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","105949.491","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","53455.788","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","156256.276","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","79217.157","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","77039.13","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","105895.754","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","55305.132","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","157977.153","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","80048.91","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","77928.241","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","105783.53","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","57168.03","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","159685.424","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","80869.068","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","78816.353","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","105622.933","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","59046.818","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","16","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","161376.708","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","81677.117","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","79699.596","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","105423.904","X","International reliable sources",""
"OA","Annual population","16","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","60944.245","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
